urls,ingredients,amounts,unit
recipe 175,parmesan,115.0,g
recipe 175,rød peberfrugt,2.5,stk
recipe 175,spaghetti,300.0,g
recipe 175,squash,0.5,stk
recipe 175,tomat,9.0,stk
recipe 176,champignon,75.0,g
recipe 176,frisk basilikum,0.5,stk
recipe 176,grøntsagsbouillon,199.5,
recipe 176,hasselnødder,148.0,g
recipe 176,hvidløg,11.5,fed
recipe 176,kartoffel,999.5,g
recipe 176,løg,5.5,stk
recipe 176,olivenolie,999.0,ml
recipe 176,parmesan,150.0,g
recipe 176,smør,4.5,g
recipe 176,æg,7.0,stk
recipe 177,baby spinat,50.0,g
recipe 177,broccoli,324.5,g
recipe 177,gulerod,7.0,stk
recipe 177,hvidløg,10.0,fed
recipe 177,ingefær,199.5,g
recipe 177,lime,4.0,stk
recipe 177,nudler,25.0,g
recipe 177,olivenolie,998.0,ml
recipe 177,sesamfrø,238.5,g
recipe 177,sesamolie,498.75,ml
recipe 177,soja,249.0,ml
recipe 177,sriracha chilisauce,449.5,ml
recipe 177,æg,8.0,stk
recipe 178,hvidløg,9.0,fed
recipe 178,olivenolie,998.5,ml
recipe 178,parmesan,125.0,g
recipe 178,rød chili,0.75,stk
recipe 178,spaghetti,300.0,g
recipe 178,spinat,200.0,g
recipe 178,æg,9.5,stk
recipe 179,aubergine,0.5,stk
recipe 179,champignon,100.0,g
recipe 179,grøntsagsbouillon,199.0,
recipe 179,gulerod,7.0,stk
recipe 179,hakkede tomater,0.5,stk
recipe 179,hvidløg,10.5,fed
recipe 179,kartoffel,999.5,g
recipe 179,koncentreret tomatpuré,150.0,g
recipe 179,løg,4.5,stk
recipe 179,olivenolie,998.5,ml
recipe 179,persille,179.5,g
recipe 179,piskefløde,26.5,ml
recipe 179,rasp,499.0,g
recipe 179,rosmarin,0.5,stk
recipe 179,røget paprika,0.5,stk
recipe 179,soltørrede tomater i olie,105.0,g
recipe 179,squash,0.5,stk
recipe 179,sødmælk,999.5,ml
recipe 179,timian,0.5,stk
recipe 180,agurk,0.75,stk
recipe 180,baby spinat,99.5,g
recipe 180,blomkål,0.5,stk
recipe 180,grøntsagsbouillon,199.0,
recipe 180,hakkede tomater,0.5,stk
recipe 180,hvidløg,10.5,fed
recipe 180,ingefær,199.5,g
recipe 180,kokosmælk,200.0,ml
recipe 180,olivenolie,999.5,ml
recipe 180,rødløg,6.5,stk
recipe 180,stødt koriander,0.5,stk
recipe 180,stødt spidskommen,0.25,stk
recipe 181,grøntsagsbouillon,195.5,
recipe 181,hakkede tomater,0.5,stk
recipe 181,hvidløg,9.0,fed
recipe 181,løg,5.0,stk
recipe 181,olivenolie,999.0,ml
recipe 181,parmesan,137.5,g
recipe 181,piskefløde,26.5,ml
recipe 181,rosmarin,0.5,stk
recipe 181,soltørrede tomater i olie,70.0,g
recipe 181,spinat,200.0,g
recipe 181,squash,0.5,stk
recipe 182,agurk,0.75,stk
recipe 182,basmati ris,498.5,g
recipe 182,bredbladet persille,179.5,g
recipe 182,frisk koriander,0.5,stk
recipe 182,frisk mynte,0.5,stk
recipe 182,grøntsagsbouillon,195.5,
recipe 182,hakkede tomater,0.5,stk
recipe 182,hvidløg,8.0,fed
recipe 182,ingefær,198.5,g
recipe 182,kikærter,399.5,g
recipe 182,kokosmælk,200.0,ml
recipe 182,løg,5.5,stk
recipe 182,olivenolie,998.0,ml
recipe 182,rød peberfrugt,2.5,stk
recipe 182,squash,0.5,stk
recipe 182,stødt koriander,0.25,stk
recipe 182,stødt spidskommen,0.5,stk
recipe 183,basmati ris,497.0,g
recipe 183,blomkål,0.5,stk
recipe 183,broccoli,399.5,g
recipe 183,brun farin,499.5,g
recipe 183,fishsauce,199.0,ml
recipe 183,gulerod,7.0,stk
recipe 183,hakkede tomater,0.5,stk
recipe 183,hvidløg,9.0,fed
recipe 183,ingefær,198.5,g
recipe 183,kartoffel,749.0,g
recipe 183,løg,4.5,stk
recipe 183,olivenolie,998.5,ml
recipe 183,saltede peanuts,199.5,g
recipe 183,squash,0.5,stk
recipe 183,stødt koriander,0.5,stk
recipe 184,agurk,0.75,stk
recipe 184,bredbladet persille,179.5,g
recipe 184,citron,5.75,stk
recipe 184,grøntsagsbouillon,199.5,
recipe 184,hakkede tomater,0.5,stk
recipe 184,hvidløg,10.5,fed
recipe 184,ingefær,199.5,g
recipe 184,kikærter,399.5,g
recipe 184,koncentreret tomatpuré,175.0,g
recipe 184,løg,5.0,stk
recipe 184,olivenolie,999.0,ml
recipe 184,rød chili,0.75,stk
recipe 184,røget paprika,0.5,stk
recipe 184,safran,0.5,stk
recipe 184,stødt koriander,0.5,stk
recipe 184,stødt spidskommen,0.25,stk
recipe 185,frisk basilikum,0.5,stk
recipe 185,grøntsagsbouillon,199.5,
recipe 185,hvidløg,9.5,fed
recipe 185,løg,5.5,stk
recipe 185,olivenolie,999.5,ml
recipe 185,parmesan,135.0,g
recipe 185,piskefløde,26.5,ml
recipe 185,spaghetti,100.0,g
recipe 185,spinat,187.5,g
recipe 186,avocado,34.5,stk
recipe 186,basmati ris,350.0,g
recipe 186,cheddar ost,112.5,g
recipe 186,cherrytomater,187.5,g
recipe 186,grøntsagsbouillon,196.5,
recipe 186,gulerod,7.0,stk
recipe 186,hvedemel,1999.5,g
recipe 186,hvidløg,9.0,fed
recipe 186,kanel,0.25,stk
recipe 186,lime,4.5,stk
recipe 186,løg,4.5,stk
recipe 186,majs,250.0,g
recipe 186,olivenolie,998.0,ml
recipe 186,rød chili,0.75,stk
recipe 186,rød peberfrugt,2.0,stk
recipe 186,røget paprika,0.5,stk
recipe 186,smør,4.5,g
recipe 186,sriracha chilisauce,449.5,ml
recipe 186,stødt koriander,0.5,stk
recipe 186,stødt spidskommen,0.5,stk
recipe 186,tortillas pandekager,2.0,stk
recipe 187,avocado,34.0,stk
recipe 187,basmati ris,350.0,g
recipe 187,cheddar ost,62.5,g
recipe 187,cherrytomater,187.5,g
recipe 187,grøntsagsbouillon,195.5,
recipe 187,gulerod,7.0,stk
recipe 187,hvidløg,8.0,fed
recipe 187,ingefær,199.5,g
recipe 187,kanel,0.5,stk
recipe 187,lime,4.5,stk
recipe 187,løg,3.5,stk
recipe 187,majs,275.0,g
recipe 187,mørk chokolade,87.5,g
recipe 187,olivenolie,998.0,ml
recipe 187,rød chili,0.75,stk
recipe 187,rød peberfrugt,1.5,stk
recipe 187,røget paprika,0.75,stk
recipe 187,sriracha chilisauce,449.5,ml
recipe 187,stængler bladselleri,0.5,stk
recipe 188,aubergine,0.5,stk
recipe 188,avocado,34.5,stk
recipe 188,basmati ris,350.0,g
recipe 188,cheddar ost,12.5,g
recipe 188,cherrytomater,187.5,g
recipe 188,grøntsagsbouillon,196.5,
recipe 188,gulerod,7.0,stk
recipe 188,hvidløg,9.0,fed
recipe 188,kanel,0.25,stk
recipe 188,lime,4.0,stk
recipe 188,løg,5.0,stk
recipe 188,mørk chokolade,85.0,g
recipe 188,olivenolie,997.0,ml
recipe 188,rød chili,0.5,stk
recipe 188,rød peberfrugt,2.0,stk
recipe 188,rødløg,6.0,stk
recipe 188,røget paprika,0.5,stk
recipe 188,soltørrede tomater i olie,118.5,g
recipe 188,sriracha chilisauce,449.5,ml
recipe 188,stødt koriander,0.25,stk
recipe 188,stødt spidskommen,0.25,stk
recipe 189,champignon,175.0,g
recipe 189,frisk basilikum,0.5,stk
recipe 189,grøntsagsbouillon,199.0,
recipe 189,gulerod,5.0,stk
recipe 189,hvedemel,1999.0,g
recipe 189,hvidløg,9.0,fed
recipe 189,kartoffel,999.5,g
recipe 189,koncentreret tomatpuré,149.5,g
recipe 189,løg,4.0,stk
recipe 189,mælk,998.5,ml
recipe 189,olivenolie,998.0,ml
recipe 189,piskefløde,26.25,ml
recipe 189,rasp,499.0,g
recipe 189,rosmarin,0.5,stk
recipe 189,røget paprika,0.5,stk
recipe 189,smør,4.0,g
recipe 189,soltørrede tomater i olie,105.0,g
recipe 189,stængler bladselleri,0.5,stk
recipe 189,sødmælk,999.5,ml
recipe 189,timian,0.5,stk
recipe 190,avocado,34.0,stk
recipe 190,basmati ris,350.0,g
recipe 190,cheddar ost,62.5,g
recipe 190,cherrytomater,187.5,g
recipe 190,grøntsagsbouillon,195.5,
recipe 190,gulerod,7.0,stk
recipe 190,hvidløg,8.0,fed
recipe 190,ingefær,199.5,g
recipe 190,kanel,0.5,stk
recipe 190,lime,4.5,stk
recipe 190,løg,3.5,stk
recipe 190,majs,275.0,g
recipe 190,mørk chokolade,87.5,g
recipe 190,olivenolie,998.0,ml
recipe 190,rød chili,0.75,stk
recipe 190,rød peberfrugt,1.5,stk
recipe 190,røget paprika,0.75,stk
recipe 190,sriracha chilisauce,449.5,ml
recipe 190,stængler bladselleri,0.5,stk
recipe 191,avocado,33.5,stk
recipe 191,basmati ris,350.0,g
recipe 191,cheddar ost,12.5,g
recipe 191,cherrytomater,187.5,g
recipe 191,grøntsagsbouillon,197.0,
recipe 191,gulerod,7.0,stk
recipe 191,hakkede tomater,0.5,stk
recipe 191,hvidløg,9.0,fed
recipe 191,kanel,0.75,stk
recipe 191,lime,3.5,stk
recipe 191,løg,4.0,stk
recipe 191,olivenolie,997.5,ml
recipe 191,rød chili,0.25,stk
recipe 191,rød peberfrugt,1.5,stk
recipe 191,røget paprika,0.5,stk
recipe 191,squash,0.25,stk
recipe 191,sriracha chilisauce,449.5,ml
recipe 191,stødt koriander,0.5,stk
recipe 191,tortillas pandekager,2.0,stk
recipe 191,æg,8.0,stk
recipe 192,avocado,34.5,stk
recipe 192,basmati ris,348.5,g
recipe 192,bredbladet persille,179.5,g
recipe 192,cheddar ost,62.5,g
recipe 192,cherrytomater,187.5,g
recipe 192,frisk koriander,0.5,stk
recipe 192,grøntsagsbouillon,195.5,
recipe 192,gulerod,7.0,stk
recipe 192,hvidløg,8.0,fed
recipe 192,ingefær,199.5,g
recipe 192,kanel,0.75,stk
recipe 192,kikærter,399.5,g
recipe 192,kokosmælk,200.0,ml
recipe 192,lime,4.5,stk
recipe 192,løg,4.5,stk
recipe 192,olivenolie,997.5,ml
recipe 192,rød chili,0.75,stk
recipe 192,rød peberfrugt,1.5,stk
recipe 192,sriracha chilisauce,449.5,ml
recipe 192,stødt koriander,0.5,stk
recipe 193,basmati ris,350.0,g
recipe 193,broccoli,399.5,g
recipe 193,cashewnødder,99.5,g
recipe 193,fishsauce,199.0,ml
recipe 193,forårsløg,1.0,stk
recipe 193,gulerod,6.5,stk
recipe 193,hvidløg,9.5,fed
recipe 193,ingefær,199.5,g
recipe 193,lime,3.5,stk
recipe 193,løg,5.0,stk
recipe 193,nudler,100.0,g
recipe 193,olivenolie,997.0,ml
recipe 193,pillede edamamebønner,225.0,g
recipe 193,rød chili,0.25,stk
recipe 193,rød peberfrugt,2.5,stk
recipe 193,soja,248.5,ml
recipe 193,spidskål,0.5,stk
recipe 193,squash,0.5,stk
recipe 193,sukker,998.5,g
recipe 193,æblecidereddike,749.0,ml
recipe 193,æg,6.0,stk
recipe 194,champignon,75.0,g
recipe 194,frisk basilikum,0.5,stk
recipe 194,frisk timian,0.75,stk
recipe 194,fuldkornshvedemel,975.0,g
recipe 194,grøntsagsbouillon,199.5,
recipe 194,gulerod,6.0,stk
recipe 194,hvedemel,1936.5,g
recipe 194,hvidløg,9.5,fed
recipe 194,koncentreret tomatpuré,149.5,g
recipe 194,løg,4.5,stk
recipe 194,mælk,998.5,ml
recipe 194,olivenolie,998.5,ml
recipe 194,parmesan,165.0,g
recipe 194,piskefløde,26.25,ml
recipe 194,rød peberfrugt,2.5,stk
recipe 194,smør,4.0,g
recipe 194,stængler bladselleri,0.5,stk
recipe 194,tomat,9.0,stk
recipe 195,basmati ris,497.0,g
recipe 195,blomkål,0.5,stk
recipe 195,grøntsagsbouillon,199.5,
recipe 195,hakkede tomater,0.5,stk
recipe 195,hvidløg,7.5,fed
recipe 195,ingefær,198.5,g
recipe 195,kartoffel,750.0,g
recipe 195,løg,4.5,stk
recipe 195,olivenolie,998.0,ml
recipe 195,rød chili,0.75,stk
recipe 195,stødt koriander,0.5,stk
recipe 195,sukker,999.0,g
recipe 196,avocado,34.5,stk
recipe 196,basmati ris,498.5,g
recipe 196,bredbladet persille,179.5,g
recipe 196,frisk koriander,0.5,stk
recipe 196,grøntsagsbouillon,198.0,
recipe 196,hvidløg,8.0,fed
recipe 196,ingefær,198.5,g
recipe 196,kikærter,399.5,g
recipe 196,kokosmælk,200.0,ml
recipe 196,løg,5.5,stk
recipe 196,olivenolie,998.0,ml
recipe 196,rød peberfrugt,2.5,stk
recipe 196,squash,0.5,stk
recipe 196,stødt koriander,0.25,stk
recipe 196,stødt spidskommen,0.5,stk
recipe 197,baby spinat,99.5,g
recipe 197,basmati ris,498.5,g
recipe 197,blomkål,0.5,stk
recipe 197,bredbladet persille,179.5,g
recipe 197,frisk mynte,0.5,stk
recipe 197,grøntsagsbouillon,197.5,
recipe 197,hvidløg,8.5,fed
recipe 197,ingefær,199.0,g
recipe 197,kikærter,399.5,g
recipe 197,løg,5.5,stk
recipe 197,olivenolie,998.5,ml
recipe 197,rød peberfrugt,2.5,stk
recipe 197,rødløg,6.5,stk
recipe 197,squash,0.5,stk
recipe 197,stødt spidskommen,0.5,stk
recipe 198,avocado,34.0,stk
recipe 198,basmati ris,498.5,g
recipe 198,bredbladet persille,179.5,g
recipe 198,cheddar ost,75.0,g
recipe 198,cherrytomater,245.0,g
recipe 198,frisk koriander,0.5,stk
recipe 198,grøntsagsbouillon,196.0,
recipe 198,hvidløg,8.5,fed
recipe 198,ingefær,199.5,g
recipe 198,kikærter,399.0,g
recipe 198,kokosmælk,200.0,ml
recipe 198,kyllingebryst,125.0,g
recipe 198,løg,4.5,stk
recipe 198,olivenolie,998.5,ml
recipe 198,rød chili,0.5,stk
recipe 198,rød peberfrugt,2.0,stk
recipe 198,røget paprika,0.5,stk
recipe 199,basmati ris,497.0,g
recipe 199,bredbladet persille,179.0,g
recipe 199,citron,5.75,stk
recipe 199,grøntsagsbouillon,196.5,
recipe 199,gulerod,2.5,stk
recipe 199,hakkede tomater,0.5,stk
recipe 199,hvidløg,9.0,fed
recipe 199,ingefær,199.5,g
recipe 199,kikærter,399.5,g
recipe 199,kokosmælk,200.0,ml
recipe 199,løg,5.0,stk
recipe 199,olivenolie,998.5,ml
recipe 199,piskefløde,26.75,ml
recipe 199,rød peberfrugt,2.5,stk
recipe 199,saltede peanuts,175.0,g
recipe 199,squash,0.5,stk
recipe 199,stødt spidskommen,0.5,stk
recipe 199,æble,8.5,stk
recipe 200,basmati ris,497.0,g
recipe 200,blomkål,0.5,stk
recipe 200,frisk koriander,0.5,stk
recipe 200,hvidløg,9.0,fed
recipe 200,ingefær,198.5,g
recipe 200,kartoffel,750.0,g
recipe 200,løg,5.0,stk
recipe 200,olivenolie,998.5,ml
recipe 200,piskefløde,26.75,ml
recipe 200,stødt koriander,0.5,stk
recipe 200,stødt nellike,0.75,stk
recipe 201,agurk,0.75,stk
recipe 201,avocado,34.5,stk
recipe 201,bredbladet persille,179.0,g
recipe 201,burgerboller,4.0,stk
recipe 201,cayenne peber,0.5,stk
recipe 201,hvedemel,1985.0,g
recipe 201,hvidløg,9.5,fed
recipe 201,kikærter,399.5,g
recipe 201,mayonnaise,348.0,g
recipe 201,olivenolie,999.0,ml
recipe 201,rasp,475.0,g
recipe 201,rødløg,6.0,stk
recipe 201,tomat,9.0,stk
recipe 201,æg,8.5,stk
recipe 202,agurk,0.75,stk
recipe 202,avocado,34.0,stk
recipe 202,bredbladet persille,179.5,g
recipe 202,cayenne peber,0.75,stk
recipe 202,champignon,100.0,g
recipe 202,cheddar ost,12.5,g
recipe 202,cherrytomater,245.0,g
recipe 202,flødeost,112.5,g
recipe 202,grøntsagsbouillon,199.5,
recipe 202,hvidløg,11.5,fed
recipe 202,lime,4.5,stk
recipe 202,løg,5.5,stk
recipe 202,olivenolie,999.0,ml
recipe 202,rød peberfrugt,1.0,stk
recipe 202,rødløg,6.0,stk
recipe 202,røget paprika,0.5,stk
recipe 203,bredbladet persille,179.5,g
recipe 203,champignon,100.0,g
recipe 203,cheddar ost,112.5,g
recipe 203,flødeost,112.5,g
recipe 203,frisk koriander,0.5,stk
recipe 203,grøntsagsbouillon,199.0,
recipe 203,hvedemel,1999.5,g
recipe 203,hvidløg,11.0,fed
recipe 203,kanel,0.5,stk
recipe 203,løg,5.5,stk
recipe 203,majs,250.0,g
recipe 203,olivenolie,999.0,ml
recipe 203,rød peberfrugt,1.0,stk
recipe 203,rødløg,6.5,stk
recipe 203,røget paprika,0.5,stk
recipe 203,smør,4.5,g
recipe 203,squash,0.5,stk
recipe 203,tortillas pandekager,2.0,stk
recipe 204,avocado,34.5,stk
recipe 204,basmati ris,350.0,g
recipe 204,bredbladet persille,179.5,g
recipe 204,champignon,100.0,g
recipe 204,cherrytomater,187.5,g
recipe 204,flødeost,112.5,g
recipe 204,frisk koriander,0.5,stk
recipe 204,grøntsagsbouillon,196.5,
recipe 204,gulerod,7.0,stk
recipe 204,hvidløg,10.0,fed
recipe 204,kanel,0.75,stk
recipe 204,lime,4.5,stk
recipe 204,løg,5.0,stk
recipe 204,olivenolie,998.0,ml
recipe 204,rød chili,0.75,stk
recipe 204,rødløg,6.5,stk
recipe 204,squash,0.5,stk
recipe 204,sriracha chilisauce,449.5,ml
recipe 204,stødt koriander,0.5,stk
recipe 204,stødt spidskommen,0.5,stk
recipe 205,aubergine,0.5,stk
recipe 205,bredbladet persille,179.5,g
recipe 205,champignon,100.0,g
recipe 205,cheddar ost,12.5,g
recipe 205,flødeost,112.5,g
recipe 205,frisk koriander,0.5,stk
recipe 205,grøntsagsbouillon,199.0,
recipe 205,hvidløg,11.0,fed
recipe 205,kanel,0.5,stk
recipe 205,lime,4.5,stk
recipe 205,mørk chokolade,85.0,g
recipe 205,olivenolie,998.0,ml
recipe 205,rød chili,0.75,stk
recipe 205,rød peberfrugt,1.0,stk
recipe 205,rødløg,5.5,stk
recipe 205,røget paprika,0.5,stk
recipe 205,soltørrede tomater i olie,118.5,g
recipe 205,squash,0.5,stk
recipe 205,stødt koriander,0.75,stk
recipe 205,stødt spidskommen,0.75,stk
recipe 206,frisk timian,0.5,stk
recipe 206,grøntsagsbouillon,195.5,
recipe 206,gulerod,4.5,stk
recipe 206,hvidløg,9.0,fed
recipe 206,kartoffel,998.5,g
recipe 206,koncentreret tomatpuré,150.0,g
recipe 206,løg,4.0,stk
recipe 206,olivenolie,998.5,ml
recipe 206,piskefløde,26.75,ml
recipe 206,porre,0.5,stk
recipe 206,stødt spidskommen,0.5,stk
recipe 207,basmati ris,498.5,g
recipe 207,bredbladet persille,179.0,g
recipe 207,champignon,100.0,g
recipe 207,cheddar ost,62.5,g
recipe 207,flødeost,112.5,g
recipe 207,grøntsagsbouillon,198.0,
recipe 207,hvidløg,10.0,fed
recipe 207,ingefær,199.5,g
recipe 207,kikærter,399.5,g
recipe 207,kokosmælk,200.0,ml
recipe 207,løg,5.5,stk
recipe 207,olivenolie,998.5,ml
recipe 207,rød peberfrugt,0.5,stk
recipe 207,rødløg,6.5,stk
recipe 207,squash,0.5,stk
recipe 207,stødt spidskommen,0.5,stk
recipe 208,aubergine,0.5,stk
recipe 208,baby spinat,50.0,g
recipe 208,champignon,75.0,g
recipe 208,flødeost,112.5,g
recipe 208,frisk basilikum,0.5,stk
recipe 208,grøntsagsbouillon,197.5,
recipe 208,gulerod,6.0,stk
recipe 208,hakkede tomater,0.5,stk
recipe 208,hvedemel,1999.0,g
recipe 208,hvidløg,9.5,fed
recipe 208,koncentreret tomatpuré,199.5,g
recipe 208,løg,4.5,stk
recipe 208,mælk,998.5,ml
recipe 208,olivenolie,999.0,ml
recipe 208,parmesan,175.0,g
recipe 208,piskefløde,26.25,ml
recipe 208,smør,4.0,g
recipe 208,squash,0.5,stk
recipe 208,stængler bladselleri,0.5,stk
recipe 209,bredbladet persille,179.0,g
recipe 209,frisk timian,0.5,stk
recipe 209,fuldkornshvedemel,937.5,g
recipe 209,grahamsmel,950.0,g
recipe 209,gær,27.5,g
recipe 209,hvedemel,1612.5,g
recipe 209,hvidløg,10.5,fed
recipe 209,kartoffel,900.0,g
recipe 209,olivenolie,997.0,ml
recipe 209,parmesan,150.0,g
recipe 209,rødløg,6.5,stk
recipe 209,spinat,187.5,g
recipe 210,aubergine,0.5,stk
recipe 210,frisk timian,0.75,stk
recipe 210,fuldkornshvedemel,950.0,g
recipe 210,hakkede tomater,0.5,stk
recipe 210,hvedemel,1875.0,g
recipe 210,hvidløg,11.0,fed
recipe 210,koncentreret tomatpuré,150.0,g
recipe 210,løg,5.5,stk
recipe 210,mælk,999.5,ml
recipe 210,olivenolie,999.5,ml
recipe 210,parmesan,150.0,g
recipe 210,rød peberfrugt,2.5,stk
recipe 210,tomat,9.0,stk
recipe 210,æg,8.0,stk
recipe 211,aubergine,0.5,stk
recipe 211,champignon,75.0,g
recipe 211,frisk basilikum,0.5,stk
recipe 211,grøntsagsbouillon,195.5,
recipe 211,gulerod,4.0,stk
recipe 211,hakkede tomater,0.5,stk
recipe 211,hvedemel,1999.0,g
recipe 211,hvidløg,8.5,fed
recipe 211,koncentreret tomatpuré,199.5,g
recipe 211,løg,4.0,stk
recipe 211,mælk,998.5,ml
recipe 211,olivenolie,998.5,ml
recipe 211,piskefløde,26.25,ml
recipe 211,smør,4.0,g
recipe 211,squash,0.5,stk
recipe 211,stængler bladselleri,0.5,stk
recipe 211,timian,0.5,stk
recipe 212,bredbladet persille,179.0,g
recipe 212,broccoli,399.5,g
recipe 212,cayenne peber,0.25,stk
recipe 212,citron,5.75,stk
recipe 212,grøntsagsbouillon,198.5,
recipe 212,gulerod,6.0,stk
recipe 212,hvedemel,1985.0,g
recipe 212,hvidløg,10.0,fed
recipe 212,kanel,0.5,stk
recipe 212,kikærter,399.5,g
recipe 212,olivenolie,999.0,ml
recipe 212,rødløg,6.0,stk
recipe 212,squash,0.5,stk
recipe 212,stødt ingefær,0.5,stk
recipe 212,stødt spidskommen,0.5,stk
recipe 212,æg,9.0,stk
recipe 213,aubergine,0.5,stk
recipe 213,champignon,75.0,g
recipe 213,grøntsagsbouillon,199.5,
recipe 213,hasselnødder,148.0,g
recipe 213,hvedemel,1950.0,g
recipe 213,hvidløg,10.0,fed
recipe 213,løg,5.0,stk
recipe 213,olivenolie,999.0,ml
recipe 213,parmesan,50.0,g
recipe 213,rasp,498.5,g
recipe 213,smør,4.0,g
recipe 213,æg,6.0,stk
recipe 214,frisk basilikum,0.5,stk
recipe 214,frisk timian,0.5,stk
recipe 214,grahamsmel,950.0,g
recipe 214,gær,35.0,g
recipe 214,hakkede tomater,0.75,stk
recipe 214,hvedemel,1550.0,g
recipe 214,hvidløg,9.5,fed
recipe 214,koncentreret tomatpuré,185.0,g
recipe 214,olivenolie,997.0,ml
recipe 214,parmesan,150.0,g
recipe 214,rødløg,6.5,stk
recipe 214,spinat,187.5,g
recipe 215,champignon,75.0,g
recipe 215,frisk basilikum,0.5,stk
recipe 215,hvedemel,1949.5,g
recipe 215,hvidløg,9.5,fed
recipe 215,kanel,0.5,stk
recipe 215,kartoffel,998.0,g
recipe 215,løg,4.5,stk
recipe 215,mælk,998.5,ml
recipe 215,olivenolie,998.5,ml
recipe 215,parmesan,75.0,g
recipe 215,rasp,498.5,g
recipe 215,smør,4.0,g
recipe 215,soltørrede tomater i olie,118.5,g
recipe 215,squash,0.5,stk
recipe 215,stødt spidskommen,0.5,stk
recipe 215,æg,8.5,stk
recipe 216,champignon,75.0,g
recipe 216,frisk mynte,0.5,stk
recipe 216,grøntsagsbouillon,199.0,
recipe 216,hasselnødder,148.0,g
recipe 216,hvidløg,10.5,fed
recipe 216,hvidvin,749.5,ml
recipe 216,løg,5.0,stk
recipe 216,olivenolie,999.0,ml
recipe 216,parmesan,150.0,g
recipe 216,smør,4.0,g
recipe 216,æg,7.5,stk
recipe 217,aubergine,0.5,stk
recipe 217,champignon,100.0,g
recipe 217,grøntsagsbouillon,195.5,
recipe 217,gulerod,5.0,stk
recipe 217,hakkede tomater,0.5,stk
recipe 217,hvidløg,8.5,fed
recipe 217,kartoffel,999.5,g
recipe 217,koncentreret tomatpuré,150.0,g
recipe 217,løg,4.0,stk
recipe 217,olivenolie,998.5,ml
recipe 217,rasp,499.0,g
recipe 217,rosmarin,0.5,stk
recipe 217,røget paprika,0.5,stk
recipe 217,soltørrede tomater i olie,105.0,g
recipe 217,squash,0.5,stk
recipe 217,sødmælk,999.5,ml
recipe 218,bacon,75.0,g
recipe 218,bredbladet persille,179.5,g
recipe 218,champignon,75.0,g
recipe 218,frisk basilikum,0.5,stk
recipe 218,grøntsagsbouillon,199.5,
recipe 218,hasselnødder,148.0,g
recipe 218,hvidløg,11.0,fed
recipe 218,løg,5.25,stk
recipe 218,olivenolie,999.0,ml
recipe 218,parmesan,175.0,g
recipe 218,piskefløde,26.0,ml
recipe 218,smør,4.5,g
recipe 218,æg,5.5,stk
recipe 219,frisk mynte,0.5,stk
recipe 219,grøntsagsbouillon,199.0,
recipe 219,hvidløg,10.0,fed
recipe 219,hvidvin,749.5,ml
recipe 219,løg,5.0,stk
recipe 219,olivenolie,999.0,ml
recipe 219,parmesan,160.0,g
recipe 219,piskefløde,26.5,ml
recipe 219,smør,4.5,g
recipe 219,spaghetti,300.0,g
recipe 219,spinat,187.5,g
recipe 220,broccoli,399.5,g
recipe 220,forårsløg,1.0,stk
recipe 220,frisk koriander,0.5,stk
recipe 220,grøntsagsbouillon,198.0,
recipe 220,hvedemel,1900.0,g
recipe 220,hvidløg,9.5,fed
recipe 220,ingefær,199.5,g
recipe 220,lime,4.0,stk
recipe 220,løg,5.0,stk
recipe 220,mayonnaise,349.0,g
recipe 220,nudler,100.0,g
recipe 220,olivenolie,998.0,ml
recipe 220,rød chili,0.5,stk
recipe 220,soja,249.0,ml
recipe 220,spidskål,0.5,stk
recipe 220,squash,0.5,stk
recipe 220,sukker,999.0,g
recipe 220,æblecidereddike,749.0,ml
recipe 220,æg,6.0,stk
recipe 221,bredbladet persille,179.5,g
recipe 221,champignon,50.0,g
recipe 221,frisk basilikum,0.5,stk
recipe 221,frisk mynte,0.5,stk
recipe 221,grøntsagsbouillon,199.0,
recipe 221,hvidløg,10.5,fed
recipe 221,hvidvin,749.5,ml
recipe 221,løg,5.0,stk
recipe 221,olivenolie,998.5,ml
recipe 221,parmesan,150.0,g
recipe 221,smør,4.0,g
recipe 222,frisk basilikum,0.5,stk
recipe 222,grøntsagsbouillon,199.0,
recipe 222,hasselnødder,148.0,g
recipe 222,hvidløg,10.0,fed
recipe 222,hvidvin,749.5,ml
recipe 222,løg,5.0,stk
recipe 222,olivenolie,999.5,ml
recipe 222,parmesan,125.0,g
recipe 222,smør,3.5,g
